uai;nom_etablissement;code_postal;latitude;longitude;nombre_eleves_hors_segpa_ulis;total_filles;pourcentage_filles
0400648M;Collège Victor Duruy;40006;43.89753517334212;-0.5007480155494959;569;276;48.50615114235500878700
0641561Z;Collège Pierre Bourdieu;64150;43.36858824859739;-0.6251662358374172;293;180;61.43344709897610921500
0640227Z;Collège Jeanne d'Albret;64015;43.301610194236474;-0.3426021927729051;775;417;53.80645161290322580600
0190635M;Collège Jean Moulin;19316;45.156267323881245;1.4938800334320828;363;202;55.64738292011019283700
0870771R;Collège Bernart de Ventadour;87039;45.81395310431876;1.272164068477409;645;328;50.85271317829457364300
0870817R;Collège Auguste Renoir;87036;45.823354395912105;1.2417444828452684;488;265;54.30327868852459016400
0160113L;Collège Michelle Pallet;16000;45.650002306961134;0.12847421626497582;239;120;50.20920502092050209200
0170081W;Collège La Fayette;17300;45.929442164610386;-0.9618604247561143;342;192;56.14035087719298245600
0110021N;Collège Victor Hugo;11100;43.18780519341794;3.0061500163371266;643;344;53.49922239502332814900
0110026U;Collège Jules Ferry;11100;43.178945456593006;3.000819794519885;607;332;54.69522240527182866600
0300055X;Collège Bernard de Ventadour;30205;44.16255645283105;4.613679404873639;784;406;51.78571428571428571400
0301327E;Collège Gérard Philipe;30205;44.16182839770934;4.616229962459126;581;326;56.11015490533562822700
0301208A;Collège Eugène Vigne;30301;43.81046622018786;4.637780315203951;544;269;49.44852941176470588200
0300946R;Collège Révolution;30000;43.84112772205835;4.355359648642355;433;212;48.96073903002309468800
0301010K;Collège Ada Lovelace;30000;43.85884609257492;4.391109100659875;460;248;53.91304347826086956500
0301098F;Collège les Oliviers;30001;43.8339248310519;4.384729621593309;492;266;54.06504065040650406500
0300036B;Collège Armand Coussens;30500;44.259105416907765;4.197789695878007;374;200;53.47593582887700534800
0340109J;Collège les Garrigues;34085;43.64264400980377;3.817089710403796;591;296;50.08460236886632825700
0341278E;Collège Arthur Rimbaud;34080;43.61667697617024;3.821589730549983;762;402;52.75590551181102362200
0340115R;Collège Paul Valéry;34200;43.40121709806816;3.6915503474666664;490;268;54.69387755102040816300
0090490J;Collège Louis Pasteur;09301;42.923099607067826;1.842259562340841;213;115;53.99061032863849765300
0121213D;Collège Carco;12200;44.35852006600605;2.0346194733230227;591;292;49.40778341793570220000
0311687R;Collège Léon Blum;31770;43.6171357742803;1.326339574596636;603;296;49.08789386401326699800
0310083X;Collège Didier Daurat;31806;43.1060406287638;0.7199196120294634;413;232;56.17433414043583535100
0311231V;Collège Maurice Becanne;31300;43.584375771338;1.4245700135225179;374;184;49.19786096256684492000
0650031F;Collège Desaix;65016;43.230546440553425;0.07809035429572822;479;252;52.60960334029227557400
0650034J;Collège Paul Eluard;65965;43.243534972159864;0.0582513971968151;476;272;57.14285714285714285700
0810125W;Collège Louis Pasteur;81302;43.76078896227641;1.9819915952249412;646;347;53.71517027863777089800
0810126X;Collège Jean-Louis Etienne;81204;43.50612121753114;2.381522487049182;350;191;54.57142857142857142900
0820017Y;Collège François Mitterrand;82200;44.10533875517655;1.0923666228599318;714;372;52.10084033613445378200
0440309X;Collège Rosa Parks;44100;47.23090401945198;-1.5917102604048903;316;173;54.74683544303797468400
0441608J;Collège La Durantière;44100;47.21486580010774;-1.6039894137236577;254;160;62.99212598425196850400
0440055W;Collège Jean Rostand;44706;47.24594665769826;-1.593531280363919;670;350;52.23880597014925373100
0490921K;Collège François Rabelais;49016;47.47471728066055;-0.5970005279921484;602;261;43.35548172757475083100
0491028B;Collège Montaigne;49100;47.469555438518896;-0.5324402157947051;408;202;49.50980392156862745100
0491675E;Collège Joachim du Bellay;49300;47.040265123704096;-0.8862803545470918;317;201;63.40694006309148265000
0490048L;Collège Jean Rostand;49800;47.44934443235111;-0.5000595269804583;526;267;50.76045627376425855500
0530484N;Collège Alain Gerbault;53000;48.061387646157705;-0.7481104943065231;369;208;56.36856368563685636900
0720001K;Collège John Kennedy;72700;47.96491711362943;0.1623149899466343;434;252;58.06451612903225806500
0720902P;Collège Pierre-Gilles de Gennes;72100;47.96849261242499;0.1976884716282042;352;194;55.11363636363636363600
0131610E;Collège Vincent Van Gogh;13637;43.67943880232301;4.638130116326001;700;344;49.14285714285714285700
0132572A;Collège Ampère;13200;43.67347246794884;4.62668966743531;626;321;51.27795527156549520800
0132204A;Collège Pont de Vivaux;13010;43.27705886764262;5.416830370752995;499;242;48.49699398797595190400
0131604Y;Collège Henri Wallon;13014;43.3196178510615;5.386180404033253;537;280;52.14152700186219739300
0132491M;Collège Alexandre Dumas;13014;43.31616344291976;5.392300067094302;508;277;54.52755905511811023600
0133775H;Collège Marie Laurencin;13014;43.32037096854043;5.38785964493626;265;136;51.32075471698113207500
0131885D;Collège Vallon des Pins;13344;43.371399994209604;5.365884347481156;611;321;52.53682487725040916500
0132785G;Collège Rosa Parks;13015;43.331237259962585;5.365677889611877;458;235;51.31004366812227074200
0131605Z;Collège Henri Barnier;13016;43.3649273775508;5.3438294872879935;558;311;55.73476702508960573500
0132322D;Collège Paul Eluard;13528;43.41282157756637;4.992829441665292;491;231;47.04684317718940936900
0133196D;Collège Simone de Beauvoir;13127;43.42794993215359;5.2775586078432255;603;294;48.75621890547263681600
0840761W;Collège Alphonse Daudet;84201;44.047555366708046;5.031266819380827;524;286;54.58015267175572519100
0840018N;Collège Paul Gauthier;84300;43.841638031337595;5.048265999805911;406;243;59.85221674876847290600
0840664R;Collège Jules Verne;84134;43.959249941349086;4.862076609008712;642;378;58.87850467289719626200
0840698C;Collège Alphonse Silve;84170;44.037724494666;5.001727505690719;731;374;51.16279069767441860500
0061174U;Collège Gérard Philipe;06150;43.56994589845756;6.963340154600625;496;219;44.15322580645161290300
0060085K;Collège international Joseph Vernier;06000;43.706818605018846;7.2589400189322655;575;291;50.60869565217391304300
0060840F;Collège Frédéric Mistral;06200;43.67372499276318;7.212340363560946;742;400;53.90835579514824797800
0830953K;Collège Peiresc;83000;43.124334055184825;5.9347041399016085;651;333;51.15207373271889400900
0631120A;Collège Gérard Philipe;63100;45.79713209171927;3.1150399561108566;357;215;60.22408963585434173700
0631522M;Collège Albert Camus;63100;45.80771203821128;3.1076595294985236;510;284;55.68627450980392156900
0070006U;Collège Le Laoul;07700;44.37986944804914;4.641560286850829;493;259;52.53549695740365111600
0260049M;Collège Jean Zay;26000;44.935948417379606;4.900380073332593;488;250;51.22950819672131147500
0260978X;Collège Marcel Pagnol;26000;44.94406940183675;4.924559994913046;619;347;56.05815831987075928900
0741139L;Collège Jean-Jacques Gallay;74954;46.068421002685376;6.538230348768188;736;420;57.06521739130434782600
0382044R;Collège Pablo Picasso;38130;45.144597689992025;5.697010377282649;379;190;50.13192612137203166200
0383056R;Collège Robert Doisneau;38080;45.62077232607827;5.210609704464847;466;224;48.06866952789699570800
0382504R;Collège Georges Brassens;38780;45.53069286816266;4.92644189871169;447;240;53.69127516778523489900
0010974D;Collège Victoire Daubié;01000;46.20705911951749;5.24540999711648;481;310;64.44906444906444906400
0421919H;Collège Massenet Fourneyron;42502;45.39922504104214;4.333899589658417;453;246;54.30463576158940397400
0421688G;Collège Jean Rostand;42406;45.47898323665883;4.536359707872857;384;170;44.27083333333333333300
0691479H;Collège Joliot Curie;69500;45.7481619936372;4.9145618813352545;440;219;49.77272727272727272700
0690060R;Collège Jean Mermoz;69008;45.733786848574546;4.888826360955459;268;120;44.77611940298507462700
0691669P;Collège Victor Grignard;69008;45.72483630367119;4.882625384599657;616;326;52.92207792207792207800
0694295U;Collège Alice Guy;69008;45.736783372104966;4.86503535037878;474;232;48.94514767932489451500
0692703N;Collège Jean de Verrazane;69009;45.77380490983354;4.8045964418779015;381;184;48.29396325459317585300
0691666L;Collège Aimé Césaire;69120;45.78502996666985;4.9158810193013665;455;242;53.18681318681318681300
0691799F;Collège Louis Aragon;69694;45.68991129669038;4.891154691482821;568;288;50.70422535211267605600
0691645N;Collège Faubert;69400;45.991086928968;4.721762515214991;482;246;51.03734439834024896300
0251397H;Collège les Hautes Vignes;25230;47.47165765562169;6.85640985034442;323;146;45.20123839009287925700
0700045U;Collège Albert Jacquard;70204;47.68652859366494;6.507143184340383;729;414;56.79012345679012345700
0390924T;Collège Pré Saint-Sauveur;39201;46.3794007022961;5.868670532163426;330;216;65.45454545454545454500
0900017E;Collège de Châteaudun;90000;47.645771115844525;6.852888130471386;306;157;51.30718954248366013100
0211162Z;Collège Gaston Bachelard;21000;47.315243324547;5.00519949831528;237;140;59.07172995780590717300
0580012Y;Collège Noël Berrier;58800;47.25231366566169;3.683490280380998;115;57;49.56521739130434782600
0580669M;Collège Claude Tillier;58208;47.40310380238856;2.923030447789512;344;189;54.94186046511627907000
0580599L;Collège Adam Billaut;58000;47.00666934303448;3.1584886205988747;390;217;55.64102564102564102600
0711348E;Collège Jean Vilar;71100;46.801975057165585;4.852881537595646;638;331;51.88087774294670846400
0710534V;Collège Robert Schuman;71000;46.32001804781104;4.835703569402592;452;230;50.88495575221238938100
0710056A;Collège Jean Moulin;71307;46.67345668102723;4.367085320753354;309;192;62.13592233009708737900
0711323C;Collège Les Épontots;71710;46.78807515110052;4.418356320377742;277;138;49.81949458483754512600
0890937K;Collège Marie Noël;89306;47.97624269014131;3.42230229289232;483;237;49.06832298136645962700
0220054P;Collège Jean Racine;22022;48.50911833490083;-2.7510851598346853;529;259;48.96030245746691871500
0291087Z;Collège Max Jacob;29191;47.98751825049506;-4.131380514595773;423;241;56.97399527186761229300
0350708E;Collège Paul Féval;35120;48.53894707804135;-1.7654001329716966;484;266;54.95867768595041322300
0560020T;Collège Max Jacob;56120;47.95977177139836;-2.5523393198124786;178;105;58.98876404494382022500
0562028A;Collège de Tréfaven;56109;47.76232938786065;-3.3672429802018575;487;237;48.66529774127310061600
0280716B;Collège Pierre et Marie Curie;28102;48.73624196070582;1.3878305301418516;454;230;50.66079295154185022000
0281060A;Collège Martial Taugourdeau;28109;48.74240206211776;1.399099912029675;579;289;49.91364421416234887700
0280753S;Collège Nicolas Robert;28500;48.7165647756616;1.361220145084155;575;281;48.86956521739130434800
0360496U;Collège Beaulieu;36000;46.804550699833506;1.6723105008263761;445;232;52.13483146067415730300
0360541T;Collège Rosa Parks;36019;46.80038435949145;1.7056699055203601;333;198;59.45945945945945945900
0370071B;Collège la Rabière;37305;47.3463353760834;0.6683205684355672;286;159;55.59440559440559440600
0370766G;Collège Jacques Decour;37703;47.39415936499023;0.7222894684723303;257;125;48.63813229571984435800
0370764E;Collège Jules Ferry;37000;47.37631569466951;0.6824098044173388;407;223;54.79115479115479115500
0451450G;Collège Jean Mermoz;45500;47.707951453192976;2.620949432387217;324;159;49.07407407407407407400
0450055R;Collège Etienne Dolet;45100;47.883916757288006;1.90635010451614;501;286;57.08582834331337325300
6200006M;Collège Arthur Giovoni;20186;41.94145744400021;8.74855512535525;649;357;55.00770416024653312800
7200012A;Collège Saint-Joseph;20600;42.69051320906186;9.447592957238072;264;139;52.65151515151515151500
7200612C;Collège Giraud;20000;42.697546140832365;9.446977797288765;538;264;49.07063197026022304800
0540111C;Collège Jacques Callot;54500;48.66599311776567;6.161119410728105;476;229;48.10924369747899159700
0541515D;Collège Simone de Beauvoir;54504;48.65174692130823;6.174680164132446;404;224;55.44554455445544554500
0570326V;Collège Claudie Haigneré;57800;49.15473021261919;6.817740550247311;444;269;60.58558558558558558600
0573244S;Collège René Cassin;57310;49.300426963854264;6.198930398168907;586;339;57.84982935153583617700
0570069R;Collège Jules Lagneau;57070;49.1200744448891;6.197589709110649;410;198;48.29268292682926829300
0572166V;Collège Paul Valéry;57073;49.10919627118946;6.218159405457773;595;328;55.12605042016806722700
0572587C;Collège Jean Jaurès;57216;49.10344695113353;7.0490399063376366;390;207;53.07692307692307692300
0080105W;Collège Jules Ferry;08120;49.853948041026854;4.735030247608767;179;86;48.04469273743016759800
0080910W;Collège Turenne;08200;49.6992311347161;4.946699668278866;319;163;51.09717868338557993700
0100009F;Collège Albert Camus;10602;48.310704200304684;4.03975640245375;596;291;48.82550335570469798700
0100019S;Collège de la Villeneuve;10121;48.28282488686578;4.055670107863366;508;248;48.81889763779527559100
0100947A;Collège Pierre et François Pithou;10012;48.3075441897081;4.061640289744202;490;231;47.14285714285714285700
0520822L;Collège Cressot;52300;48.44041161771185;5.156077998088681;324;163;50.30864197530864197500
0520050X;Collège Luis Ortiz;52108;48.63874685362223;4.966639632648322;405;192;47.40740740740740740700
0510011K;Collège Perrot d'Ablancourt;51000;48.95009801777346;4.368359903609187;600;313;52.16666666666666666700
0511251H;Collège Joliot-Curie;51096;49.231894423087184;4.005970510389876;390;229;58.71794871794871794900
0511254L;Collège François Legros;51573;49.236645762376725;4.011479492261338;566;232;40.98939929328621908100
0670004R;Collège le Ried;67800;48.61889807818501;7.7638122050810265;626;340;54.31309904153354632600
0680110A;Collège Jean Macé;68093;47.73355948572547;7.294382433052226;501;299;59.68063872255489022000
0681395X;Collège François Villon;68060;47.75197271083666;7.311441390251784;658;398;60.48632218844984802400
9710072B;Collège Jules Michelet;97157;16.237373451975248;-61.53550846137415;186;92;49.46236559139784946200
9730125Y;Collège Henri Agarande (Kourou I);97387;5.16503496121208;-52.6434566655344;706;448;63.45609065155807365400
9730237V;Collège Victor Schoelcher (Kourou II);97387;5.155554172459006;-52.66853741637755;579;295;50.94991364421416234900
9730192W;Collège Léo Othily;97360;5.671095321792683;-53.7793200392691;559;286;51.16279069767441860500
9730394R;Collège Arsène Bouyer D'Angoma (Saint-Laurent V);97320;5.483738878440353;-54.03134916195046;916;465;50.76419213973799126600
0021826Z;Collège Jean Rostand;02400;49.05854164952275;3.38393437237485;739;385;52.09742895805142083900
0020024R;Collège Anne de Montmorency;02130;49.198904893242904;3.5069395918693513;473;232;49.04862579281183932300
0601471Y;Collège Jean Fernel;60607;49.38437183612887;2.397400300741368;689;382;55.44267053701015965200
0601449Z;Collège Jules Michelet;60106;49.26291200924911;2.4826495599082716;593;307;51.77065767284991568300
0601191U;Collège du Thelle;60110;49.23063643280627;2.1241894929551774;516;292;56.58914728682170542600
0601178E;Collège Anatole France;60160;49.26079517459383;2.437900460854897;718;392;54.59610027855153203300
0601297J;Collège Louis Pasteur;60402;49.585491608989635;3.015309560285732;491;283;57.63747454175152749500
0601821D;Collège Emile Lambert;60870;49.292149071415714;2.4906196170819275;460;217;47.17391304347826087000
0800029X;Collège Jean Rostand;80600;50.15607697220997;2.336124610540266;548;292;53.28467153284671532800
0801341Y;Collège Louise Michel;80700;49.70433315333516;2.780002233952314;409;244;59.65770171149144254300
0590050J;Collège Josquin des Prés;59163;50.4584602905091;3.585310527359675;445;246;55.28089887640449438200
0590200X;Collège Robespierre;59430;51.03061093896889;2.351990212137265;407;167;41.03194103194103194100
0594879H;Collège Joliot Curie;59612;50.01822260004242;4.06094930878839;299;140;46.82274247491638796000
0592634T;Collège Antoine de Saint-Exupéry;59330;50.24532696812899;3.909300273180787;599;277;46.24373956594323873100
0594309N;Collège Pierre de Ronsard;59330;50.253684615272356;3.901209519412997;383;215;56.13577023498694517000
0595337F;Collège Jean Rostand;59360;50.099125633511356;3.5324106161619833;646;334;51.70278637770897832800
0595172B;Collège Eugène Thomas;59530;50.24844416685529;3.645209621701694;912;425;46.60087719298245614000
0593179K;Collège Claude Lévi-Strauss;59000;50.63147124244808;3.036739502459178;463;219;47.30021598272138228900
0593235W;Collège Boris Vian;59007;50.63057676788112;3.0941300893778436;424;235;55.42452830188679245300
0590155Y;Collège Descartes;59370;50.6356690520175;3.1070795554789647;390;184;47.17948717948717948700
0596529B;Collège intercommunal Maurice Schumann;59146;50.375061829305764;3.2054296343625706;503;242;48.11133200795228628200
0590190L;Collège Jean-Baptiste Lebas;59100;50.68101814010843;3.1830697839593847;476;252;52.94117647058823529400
0594644C;Collège Lavoisier;59880;50.364495736345354;3.55778945950352;368;179;48.64130434782608695700
0593680E;Collège Chasse Royale;59322;50.355747136749194;3.5038220362532377;271;151;55.71955719557195572000
0590238N;Collège Romain Rolland;59119;50.38602048362716;3.107990599187455;316;153;48.41772151898734177200
0622576N;Collège Vauban;62100;50.94828933426335;1.8331704068499097;349;213;61.03151862464183381100
0623919Y;Collège Léonard de Vinci;62220;50.4968304789591;2.9759097447360388;478;241;50.41841004184100418400
0622098U;Collège Emile Zola;62740;50.4287649601296;2.918329570093103;347;182;52.44956772334293948100
0620096T;Collège Jean Macé;62252;50.41155165553044;2.938790907188865;349;187;53.58166189111747851000
0622868F;Collège Jean Jaurès;62305;50.440104907023624;2.7992097018058164;425;223;52.47058823529411764700
0622239X;Collège Jean de Saint-Aubert;62820;50.48105884244267;3.0163594766506727;339;142;41.88790560471976401200
0771420A;Collège Beaumarchais;77100;48.94874387341907;2.9125511571538625;539;308;57.14285714285714285700
0771070V;Collège Fréderic Chopin;77000;48.55428096914178;2.639678808887983;298;172;57.71812080536912751700
0772191N;Collège La Boétie;77550;48.630174833280144;2.5933425139085493;563;279;49.55595026642984014200
0771176K;Collège Jules Verne;77160;48.54459932438809;3.2912229046449064;397;221;55.66750629722921914400
0772274D;Collège La Grange du Bois;77176;48.585338234065674;2.581734712661134;554;273;49.27797833935018050500
0931379U;Collège Pablo Neruda;93604;48.95051721003936;2.5188994447044384;644;342;53.10559006211180124200
0932310F;Collège Christine de Pisan;93600;48.94784861705289;2.4947364215917096;633;319;50.39494470774091627200
0930900Y;Collège Jean-Pierre Timbaud;93000;48.90649611975704;2.468565537243213;576;270;46.87500000000000000000
0931194T;Collège République;93000;48.90679137877798;2.435217954913491;775;428;55.22580645161290322600
0931711E;Collège Jean Renoir;93140;48.90301247946519;2.47330599009689;542;280;51.66051660516605166100
0931860S;Collège Pierre Brossolette;93140;48.90167190949877;2.4878894507438734;526;268;50.95057034220532319400
0930616P;Collège Romain Rolland;93390;48.90426323126266;2.548589480395309;626;310;49.52076677316293929700
0932366S;Collège Robert Doisneau;93390;48.912290326662045;2.5459725874189942;595;300;50.42016806722689075600
0931199Y;Collège Aretha Franklin (ex Paul Langevin);93700;48.92320869507294;2.4242097754084098;651;338;51.92012288786482334900
0932311G;Collège Théodore Monod;93220;48.87822189413382;2.558450857205455;566;332;58.65724381625441696100
0932580Z;Collège Jacqueline de Romilly;93150;48.9433451912255;2.445331658890117;549;273;49.72677595628415300500
0931439J;Collège Marie Curie;93260;48.887663246918464;2.4246832951309445;664;316;47.59036144578313253000
0931546A;Collège Jean Jaurès;93370;48.89785832936402;2.5604107693443665;678;340;50.14749262536873156300
0931211L;Collège Marais de Villiers;93100;48.869525943428826;2.433803421323845;415;175;42.16867469879518072300
0931212M;Collège Lenain de Tillemont;93100;48.85948704920163;2.461162862092738;366;210;57.37704918032786885200
0931223Z;Collège Gustave Courbet;93380;48.94917843236779;2.362944286139678;732;421;57.51366120218579235000
0931231H;Collège Pierre de Geyter;93200;48.93283839694313;2.3523546266562696;531;242;45.57438794726930320200
0932273R;Collège Iqbal Masih;93200;48.9119109249613;2.3607399238348705;509;259;50.88408644400785854600
0931979W;Collège Georges Brassens;93270;48.93900977985926;2.5365920570459806;635;298;46.92913385826771653500
0931225B;Collège Joliot Curie;93240;48.9565325903814;2.3853256347000116;580;281;48.44827586206896551700
0931607S;Collège Jean Jaurès;93420;48.94924832230904;2.550638880906192;525;283;53.90476190476190476200
0941095E;Collège Paul Eluard;94380;48.768196928477295;2.4825566041789147;492;266;54.06504065040650406500
0941092B;Collège Elsa Triolet;94500;48.80350498297044;2.551202907023546;383;192;50.13054830287206266300
0941299B;Collège Paul Vaillant-Couturier;94500;48.813289883659344;2.540472333783582;712;356;50.00000000000000000000
0940787V;Collège Nicolas Boileau;94430;48.80448794709731;2.5547957369700085;343;190;55.39358600583090379000
0940003T;Collège Amédée Laplace;94000;48.780804159789454;2.468276499660144;301;161;53.48837209302325581400
0940516A;Collège Fréderic et Irène Joliot-Curie;94120;48.85257611696547;2.4744208866508903;846;395;46.69030732860520094600
0941296Y;Collège Jean Macé;94120;48.85651971631681;2.48038882812426;548;295;53.83211678832116788300
0941099J;Collège Rosa Parks;94250;48.81370212196632;2.3457206277302776;437;211;48.28375286041189931400
0941044Z;Collège Robert Desnos;94310;48.74701182417946;2.4097993928312675;579;278;48.01381692573402418000
0941034N;Collège Joseph Lakanal;94400;48.793714454965944;2.383360402437281;454;224;49.33920704845814978000
0753047E;Collège la Grange aux Belles;75010;48.87798486820767;2.36663484936782;379;209;55.14511873350923482800
0753937X;Collège Evariste Galois;75013;48.81844211962522;2.358378890375754;380;182;47.89473684210526315800
0752958H;Collège Boris Vian;75017;48.89057669497499;2.3044618292910357;462;243;52.59740259740259740300
0751793S;Collège Maurice Utrillo;75018;48.898261142093936;2.3454149761603635;396;213;53.78787878787878787900
0754706H;Collège Marie Curie;75018;48.893240051158365;2.350666344782148;375;201;53.60000000000000000000
0752606A;Collège Georges Méliès;75019;48.88817446032677;2.3704248854812326;364;206;56.59340659340659340700
0752556W;Collège Hélène Boucher;75020;48.84781801734053;2.406968028836891;432;206;47.68518518518518518500
0755241P;Collège Colette Besson;75020;48.866422144792516;2.384923514053723;343;175;51.02040816326530612200
0910714G;Collège Albert Camus;91805;48.70668044934398;2.5198601359297634;420;208;49.52380952380952381000
0911443Z;Collège La Nacelle;91100;48.59591619944623;2.460995665946544;665;368;55.33834586466165413500
0912173T;Collège Galilée;91000;48.61958077228199;2.445047674355642;461;228;49.45770065075921908900
0911255V;Collège Albert Camus;91290;48.58012827715857;2.252485582024741;601;301;50.08319467554076539100
0910678T;Collège Jean Macé;91706;48.64048088017372;2.3405164367874947;557;271;48.65350089766606822300
0910971L;Collège Les Sablons;91170;48.66873268234934;2.363517042010605;621;341;54.91143317230273752000
0921545E;Collège André Malraux;92600;48.92650988510041;2.276999947399213;608;316;51.97368421052631578900
0921623P;Collège Jean Jaurès;92110;48.906067935859944;2.3074839689415936;563;280;49.73357015985790408500
0920594W;Collège République;92014;48.90266920221561;2.2058684840970253;446;237;53.13901345291479820600
0921940J;Collège Paul Eluard;92000;48.89365165961424;2.2228763890998566;379;193;50.92348284960422163600
0921543C;Collège Georges Pompidou;92390;48.94119514765646;2.3274772079073496;581;294;50.60240963855421686700
0951401G;Collège La Justice;95000;49.04611545203748;2.0711298311356345;521;278;53.35892514395393474100
0952036X;Collège Henri Matisse;95140;48.9690266284633;2.3985716588527346;544;286;52.57352941176470588200
0950895G;Collège Simone Veil;95300;49.04470945718989;2.0832364383798323;559;279;49.91055456171735241500
0950037Z;Collège Jean Zay;95210;48.963422260771466;2.2809362340796877;457;241;52.73522975929978118200
0951993A;Collège Martin Luther King;95400;49.00527386757813;2.3862797602839376;626;332;53.03514376996805111800
0780856G;Collège L'Agiot;78990;48.765969469302945;1.9551752883200186;534;253;47.37827715355805243400
0780255D;Collège Albert Thierry;78520;48.99785974657149;1.7480604194085383;600;302;50.33333333333333333300
0781955B;Collège de Gassicourt;78200;48.9987566129931;1.7039515622713195;438;211;48.17351598173515981700
0781977A;Collège Clemenceau;78200;48.9992770233984;1.6874588993918225;333;149;44.74474474474474474500
0780569V;Collège La Vaucouleurs;78200;48.96377742593445;1.7146183096453742;582;301;51.71821305841924398600
0780420H;Collège Blaise Pascal;78373;48.82476505570136;1.9492702670522102;546;311;56.95970695970695970700
0781101Y;Collège Le Corbusier;78303;48.92341683080588;2.0272209979601326;488;222;45.49180327868852459000
9740096L;Collège Alsace Corré;97413;-21.134242579661176;55.47364462060809;304;149;49.01315789473684210500
9740037X;Collège Gaston Crochet;97431;-21.137412854368446;55.62768091608149;459;228;49.67320261437908496700
9740548C;Collège Edmond Albius;97823;-20.934071796017093;55.30509570148501;654;337;51.52905198776758409800
9740812P;Collège l'Oasis;97825;-20.94292439280603;55.29997213425819;545;355;65.13761467889908256900
9741045T;Collège Titan;97827;-20.94256222376392;55.29129762902777;489;256;52.35173824130879345600
9740083X;Collège Amiral Pierre Bouvet;97470;-21.04490310971959;55.71872706153563;485;229;47.21649484536082474200
9740702V;Collège Hubert Delisle;97470;-21.032460287583415;55.708168186384896;591;325;54.99153976311336717400
9740080U;Collège Bourbon;97400;-20.885100424269222;55.452245233221355;768;407;52.99479166666666666700
9740018B;Collège Harry GRUCHET - La Chaloupe Saint-Leu;97416;-21.151498636266556;55.320418159864595;472;241;51.05932203389830508500
9741189Z;Collège Jean Lafosse;97450;-21.269996658546088;55.40061992985625;611;321;52.53682487725040916500
9740035V;Collège Célimène Gaudieux;97422;-21.088562179504176;55.26780516630669;600;326;54.33333333333333333300
9740039Z;Collège Albert Lougnon;97423;-21.040354032871043;55.29541656597488;764;390;51.04712041884816753900
9740574F;Collège Paul Hermann;97410;-21.33566788141962;55.467574471887914;571;338;59.19439579684763572700
9740576H;Collège les Tamarins;97454;-21.3377742060901;55.476299171650176;419;178;42.48210023866348448700
9740811N;Collège Terre Sainte;97410;-21.346637433006148;55.48971590341287;555;301;54.23423423423423423400
9720412R;Collège Fernand Donatien;97200;14.607765645215366;-61.045149684748765;331;210;63.44410876132930513600
9720447D;Collège Gérard Café;97290;14.471266306754242;-60.862970368613645;329;172;52.27963525835866261400
9720019N;Collège Paul Symphor;97231;14.68051029284604;-60.94006428124379;286;143;50.00000000000000000000
9720513A;Collège Emmanuel Saldès;97230;14.785477110407468;-60.99899027082465;193;132;68.39378238341968911900
9760179R;Collège de Bandrelé;97660;-12.914362602684255;45.195229265165956;974;520;53.38809034907597535900
9760042S;Collège de Tsimkoura;97620;-12.934883004912948;45.15056004907721;966;489;50.62111801242236024800
9760162X;Collège de Kawéni;97600;-12.769912365713084;45.22372172962821;1200;642;53.50000000000000000000
0030838V;Collège Emile Guillaumin;03000;46.5439993014262;3.3373404314432116;366;225;61.47540983606557377000
0030050N;Collège Jules Ferry;03200;46.148921101386605;3.4120095626094544;437;235;53.77574370709382151000
0631238D;Collège Antoine Audembron;63300;45.8628286393282;3.5358697821799767;589;327;55.51782682512733446500
0071169H;Collège Roqua;07204;44.627710643009706;4.386549705964646;487;284;58.31622176591375770000
0260029R;Collège Fernand Berthon;26140;45.29177149390455;4.817749798890075;457;221;48.35886214442013129100
0381604M;Collège Vercors;38100;45.177163473158906;5.743450407698;329;156;47.41641337386018237100
0382032C;Collège Lucie Aubrac;38036;45.16610722459182;5.734299014855217;368;181;49.18478260869565217400
0382110M;Collège le Grand Champ;38232;45.75803078916312;5.1746701072346015;711;370;52.03938115330520393800
0380050Y;Collège de l'Edit;38551;45.36835492126682;4.8029105958988625;588;289;49.14965986394557823100
0010987T;Collège Jean Rostand;01100;46.269703224742685;5.6713336668774454;628;322;51.27388535031847133800
0010039M;Collège de l'Albarine;01230;45.9415466100717;5.431009651453726;279;151;54.12186379928315412200
0421451Z;Collège Marc Seguin;42007;45.465018037373156;4.408860006920129;274;148;54.01459854014598540100
0690007H;Collège Emile Zola;69220;46.104989457870936;4.749254142615913;717;384;53.55648535564853556500
0692414Z;Collège Jean-Philippe Rameau;69410;45.79275611788912;4.788188554322999;607;297;48.92915980230642504100
0691483M;Collège Lucie Aubrac;69700;45.60013087269712;4.769111417293747;496;249;50.20161290322580645200
0691497C;Collège Colette;69800;45.68965691970762;4.94351439762419;661;318;48.10892586989409984900
0690249W;Collège Pierre Valdo;69515;45.779670960163855;4.92880538362763;573;297;51.83246073298429319400
0691664J;Collège Jean Jaurès;69100;45.75759880249377;4.883449409156436;621;363;58.45410628019323671500
0250003T;Collège Jean Bauhin;25404;47.47951278049735;6.849090225779805;528;294;55.68181818181818181800
0251116C;Collège Les Clairs Soleils;25025;47.25213678280834;6.058809727271883;491;263;53.56415478615071283100
0250056A;Collège Jouffroy d'Abbans;25602;47.512047196475024;6.8414497402084065;690;381;55.21739130434782608700
0251599C;Collège les Bruyères;25700;47.45420204696176;6.829900270160826;465;224;48.17204301075268817200
