uai;nom_etablissement;code_postal;latitude;longitude;nombre_eleves_hors_segpa_ulis;total_filles;pourcentage_filles
0700010F;Collège Romé de l'Isle;70104;47.433988951919375;5.591925752331434;253;137;54.15019762845849802400
0900018F;Collège Arthur Rimbaud;90016;47.64083530643682;6.857039761694281;481;242;50.31185031185031185000
0900295G;Collège Vauban;90000;47.640149209830966;6.880679449730279;630;351;55.71428571428571428600
0711294W;Collège du Vallon;71400;46.959719265351794;4.305599750951092;415;223;53.73493975903614457800
0890017K;Collège Paul Fourrey;89400;47.965087014831276;3.518365818081172;347;172;49.56772334293948126800
0890980G;Collège Abel Minard;89700;47.86295144362163;3.9861081224004735;404;257;63.61386138613861386100
0290100B;Collège Penn Ar C'hleuz;29222;48.416841026274234;-4.482439921418086;468;241;51.49572649572649572600
0290149E;Collège Kerhallet;29231;48.40363080610729;-4.510359525683293;289;182;62.97577854671280276800
0350734H;Collège les Chalais;35201;48.0850336808838;-1.6798204949066526;429;221;51.51515151515151515200
0350963G;Collège les Hautes Ourmes;35204;48.08946765302947;-1.649410128522291;618;335;54.20711974110032362500
0561330S;Collège Anita Conti;56321;47.73670303781284;-3.380510425523694;293;196;66.89419795221843003400
0360543V;Collège Colbert;36000;46.82470175120251;1.6870000256051765;354;202;57.06214689265536723200
0370041U;Collège Jules Michelet;37000;47.38429543035467;0.694659408190326;396;199;50.25252525252525252500
0410952M;Collège François Rabelais;41008;47.59447793664912;1.3163799783909151;347;193;55.61959654178674351600
0410793P;Collège Léonard de Vinci;41200;47.35196978181528;1.7470997684602165;400;222;55.50000000000000000000
0541578X;Collège des Trois Frontières;54810;49.527375055269054;5.797190256340773;437;215;49.19908466819221968000
0541565H;Collège Croix de Metz;54201;48.69190000397324;5.896819824306622;512;280;54.68750000000000000000
0570127D;Collège Les Hauts de Blémont;57070;49.11842459289866;6.2272104275955655;446;210;47.08520179372197309400
0572183N;Collège Jean-Baptiste Eble;57510;49.05257095354602;6.92538983224191;371;179;48.24797843665768194100
0570318L;Collège Jean Moulin;57270;49.30368412664921;6.146729683080667;404;223;55.19801980198019802000
0881146T;Collège Georges Clémenceau;88021;48.17907491377789;6.4474840625208225;646;323;50.00000000000000000000
0881097P;Collège Louis Armand;88194;48.18499326867896;6.4221073701919025;672;354;52.67857142857142857100
0080829H;;;;;240;139;57.91666666666666666700
0080017A;Collège les Aurains;08170;49.99152690428677;4.705629861795017;216;127;58.79629629629629629600
0080897G;Collège Robert de Sorbon;08300;49.51137797150841;4.366969572608813;373;198;53.08310991957104557600
0080826E;Collège le Lac;08200;49.69429895903169;4.939800414516984;229;139;60.69868995633187772900
0100038M;Collège Jacobins;10026;48.29606317288079;4.07977965172983;494;247;50.00000000000000000000
0520737U;Collège la Rochotte;52904;48.090410429151675;5.134959611402558;351;166;47.29344729344729344700
0511802G;Collège Georges Braque;51100;49.22324921302735;4.017080105216009;328;173;52.74390243902439024400
0510052E;Collège Louis Pasteur;51250;48.78496604934703;4.908199818700666;386;202;52.33160621761658031100
0511256N;Collège les Indes;51300;48.72877575805801;4.580520187764212;372;211;56.72043010752688172000
0671822S;Collège Lamartine;67800;48.613869294101725;7.7379675122498215;525;272;51.80952380952380952400
0672130B;Collège André Maurois;67240;48.77832938281306;7.846765242693399;811;453;55.85696670776818742300
0671692A;Collège Solignac;67089;48.547437169091694;7.762684469825641;333;177;53.15315315315315315300
0671907J;Collège Hans Arp;67200;48.56904584374289;7.717795246816672;737;436;59.15875169606512890100
0680009R;Collège Pfeffel;68000;48.08391701780884;7.346959234843528;492;255;51.82926829268292682900
0680084X;Collège Molière;68025;48.07362069680313;7.32905319590329;434;289;66.58986175115207373300
0681757R;Collège Anne Frank;68110;47.76341036026922;7.368231318262159;331;179;54.07854984894259818700
0681284B;Collège Wolf;68100;47.759861218573754;7.339561547508013;460;218;47.39130434782608695700
9710661S;Collège Nestor de Kermadec;97110;16.234838556811745;-61.533442001299115;273;142;52.01465201465201465200
9730451C;Collège Paul Suitman;97330;3.164719605873625;-52.33643993938812;92;51;55.43478260869565217400
9730145V;Collège Elie Castor;97315;5.381882938020907;-52.9548402375789;166;117;70.48192771084337349400
0020007X;Collège Henri Matisse;02110;49.98510333789957;3.4561299688747322;322;227;70.49689440993788819900
0020030X;Collège Camille Desmoulins;02120;49.904117444645166;3.636139990380132;276;174;63.04347826086956521700
0020055Z;Collège Gabriel Hanotaux;02100;49.86071885144114;3.2736201480068536;351;180;51.28205128205128205100
0020076X;Collège Jean Moulin;02100;49.83805624837902;3.274040462303788;299;152;50.83612040133779264200
0021535H;Collège Lamartine;02200;49.38631594913509;3.313900745733597;370;189;51.08108108108108108100
0601190T;Collège Charles Fauqueux;60000;49.41636219923293;2.080820339683501;575;318;55.30434782608695652200
0601718S;Collège Pierre Mendès France;60111;49.23013890968722;2.1407595120776297;420;209;49.76190476190476190500
0600036N;Collège Edouard Herriot;60180;49.267760854693826;2.451049890230202;526;267;50.76045627376425855500
0601179F;Collège Marcelin Berthelot;60180;49.28139973437501;2.476239643181955;708;343;48.44632768361581920900
0800018K;Collège Edouard Lucas;80016;49.89906876441213;2.2683251519835483;576;289;50.17361111111111111100
0801443J;Collège Maréchal Leclerc de Hauteclocque;80430;49.841637398349576;1.785335489857011;207;109;52.65700483091787439600
0590002G;Collège Théodore Monod;59580;50.33181566173207;3.247760687010971;751;427;56.85752330226364846900
0593246H;Collège Desrousseaux;59280;50.68857024739166;2.89093017010974;572;330;57.69230769230769230800
0594297A;Collège Victor Hugo;59950;50.412707862648475;3.0535806066000877;343;172;50.14577259475218658900
0590046E;Collège Jean Monnet;59544;50.126760222561636;3.4039695542541724;693;337;48.62914862914862914900
0595277R;Collège Jacques Prévert;59544;50.12524217659558;3.421170555940896;466;286;61.37339055793991416300
0593484S;Collège Emile Littré;59282;50.30026003135326;3.398559394578643;642;304;47.35202492211838006200
0594409X;Collège Jean Zay;59278;50.42078147044804;3.5518399557173934;255;122;47.84313725490196078400
0592830F;Collège Jean Zay;59155;50.60722395909997;3.063599555138808;362;189;52.20994475138121547000
0593486U;Collège Félicien Joly;59970;50.43703364705557;3.571800073022058;348;181;52.01149425287356321800
0594632P;Collège Raymond Devos;59510;50.661150305771635;3.187780607305509;525;290;55.23809523809523809500
0594418G;Collège Charles de Gaulle;59573;50.3030779347669;4.090250109750892;318;162;50.94339622641509434000
0593482P;Collège Fréderic Joliot Curie;59167;50.38278261710616;3.1725305000597075;325;212;65.23076923076923076900
0590271Z;Collège Verlaine;59008;50.61075822667113;3.070130015934418;333;174;52.25225225225225225200
0593177H;Collège Jean Zay;59160;50.64774962781398;2.9855001431691313;165;93;56.36363636363636363600
0594881K;Collège Martha Desrumaux;59010;50.63901029289493;3.084840391287406;367;191;52.04359673024523160800
0594290T;Collège Henri Matisse;59162;50.457575681553536;3.026609554977936;277;138;49.81949458483754512600
0594304H;Collège Marie Curie;59734;50.45062444729204;3.432100353409098;473;219;46.30021141649048625800
0594293W;Collège Albert Roussel;59203;50.723100630457324;3.168440278617063;531;265;49.90583804143126177000
0596860L;Collège Lucie Aubrac;59200;50.73096722790286;3.1303902796289336;569;308;54.13005272407732864700
0622863A;Collège Adam de la Halle;62217;50.26837738946462;2.7673305314071426;495;286;57.77777777777777777800
0622946R;Collège Joliot Curie;62138;50.51788963605935;2.7882000779325455;410;188;45.85365853658536585400
0622793Z;Collège David Marcelle;62420;50.41608045486609;2.921099632581262;462;211;45.67099567099567099600
0622273J;Collège Lucien Vadez;62228;50.954987926866636;1.8989393922124258;287;171;59.58188153310104529600
0623918X;Collège Martin Luther King;62228;47.76374492157552;-3.377995458118686;442;198;44.79638009049773755700
0620068M;Collège Fréderic Joliot Curie;62470;50.48535248436109;2.4787500415447026;380;191;50.26315789473684210500
0622424Y;Collège Langevin-Wallon;62160;50.45108347226466;2.7378298991850905;422;251;59.47867298578199052100
0622578R;Collège Jean Rostand;62114;50.444295459961204;2.6823894284960037;348;177;50.86206896551724137900
0771339M;Collège Pierre Brossolette;77000;48.54493518460296;2.674553155197504;648;346;53.39506172839506172800
0771761W;Collège André Malraux;77130;48.393866921306376;2.9589829046749982;537;264;49.16201117318435754200
0772481D;Collège Marie Curie;77160;48.548154991367724;3.296807129148378;346;161;46.53179190751445086700
0771518G;Collège Louis Armand;77176;48.60087772924634;2.5743723043202973;687;348;50.65502183406113537100
0771656G;Collège Arche Guédon;77200;48.85027531586813;2.6335823680243378;510;281;55.09803921568627451000
0931181D;Collège Georges Politzer;93170;48.85980960533646;2.416968219146613;529;305;57.65595463137996219300
0931220W;Collège Travail Langevin;93170;48.875169763521896;2.4237346617684836;495;237;47.87878787878787878800
0931195U;Collège Auguste Delaune;93000;48.9080996768158;2.4625423058013696;555;278;50.09009009009009009000
0931788N;Collège Henri Sellier;93140;48.900669701815026;2.4924471109186452;554;278;50.18050541516245487400
0931221X;Collège Louise Michel;93390;48.90714224608955;2.5341241196344164;518;283;54.63320463320463320500
0931202B;Collège Liberté;93700;48.91372511088723;2.450522398367945;569;258;45.34270650263620386600
0931377S;Collège Jacques  Jorissen;93700;48.91646597239605;2.4698404916640575;641;323;50.39001560062402496100
0931148T;Collège Georges Politzer;93120;48.93163026635062;2.399781969665917;636;312;49.05660377358490566000
0931204D;Collège Marcel Cachin;93150;48.924156474276174;2.4669536110319448;747;362;48.46050870147255689400
0931433C;Collège René Descartes;93150;48.948690059554245;2.4442765970182965;713;368;51.61290322580645161300
0931187K;Collège Didier Daurat;93350;48.93507397741752;2.417903287605151;656;321;48.93292682926829268300
0931209J;Collège Georges Politzer;93100;48.86218508338225;2.473696940728375;388;177;45.61855670103092783500
0931978V;Collège Victor Hugo;93160;48.83847315768288;2.5569932622250633;577;289;50.08665511265164644700
0931216S;Collège Jean Jaurès;93500;48.91537682445213;2.4120053569254494;455;212;46.59340659340659340700
0931489N;Collège Federico Garcia Lorca;93200;48.92439473650673;2.3727706366213996;420;234;55.71428571428571428600
0931143M;Collège Jean Jaurès;93400;48.91092882393774;2.3359316509739516;638;351;55.01567398119122257100
0931226C;Collège Pablo Neruda;93240;48.96370244417755;2.3886743234195436;691;328;47.46743849493487699000
0932263E;Collège Camille Claudel;93420;48.953187214679055;2.562100468230234;640;324;50.62500000000000000000
0932334G;Collège Lucie Aubrac;93430;48.95984348540652;2.35081922979146;484;230;47.52066115702479338800
0941021Z;Collège Paul Langevin;94140;48.78810220956382;2.4272811307948183;400;205;51.25000000000000000000
0941478W;Collège Blaise Cendrars;94470;48.7513622234738;2.5010816059910677;366;179;48.90710382513661202200
0941101L;Collège Victor Hugo;94230;48.78823245114766;2.3238083970611854;460;237;51.52173913043478260900
0940071S;Collège Liberté;94550;48.77092537382796;2.348640813737571;453;210;46.35761589403973509900
0940581W;Collège Jean Moulin;94550;48.774311108658466;2.354999677462201;451;238;52.77161862527716186300
0941231C;Collège Henri Matisse;94600;48.75981244503926;2.4094274904109705;443;232;52.37020316027088036100
0941026E;Collège Molière;94200;48.816559292526925;2.392386447811229;518;256;49.42084942084942084900
0941783C;Collège Daniel Fery;94450;48.75476701277979;2.495842015929086;565;277;49.02654867256637168100
0941042X;Collège Dorval;94310;48.743915400557626;2.3970845455341996;560;293;52.32142857142857142900
0941036R;Collège Karl Marx;94800;48.78459769818388;2.3591802444927237;462;217;46.96969696969696969700
0940042K;Collège Adolphe Chérioux;94407;48.780072029592844;2.369523095801562;448;224;50.00000000000000000000
0940794C;Collège Gustave Monod;94400;48.789303375322085;2.380496912452555;456;208;45.61403508771929824600
0941029H;Collège Jules Vallès;94400;48.77514272401906;2.402137046623073;588;288;48.97959183673469387800
0752385K;Collège Elsa Triolet;75013;48.83141337152828;2.3624994966288044;366;208;56.83060109289617486300
0755030K;Collège Daniel Mayer;75018;48.893140903846145;2.363861824381881;283;145;51.23674911660777385200
0750484U;Collège Mozart;75019;48.889576116703815;2.3793080392567565;273;125;45.78754578754578754600
0750507U;Collège Georges Brassens;75019;48.884330009442614;2.3863933809472635;517;281;54.35203094777562862700
0753345D;Collège Edmond Michelet;75019;48.893666855197914;2.3764864668797987;385;211;54.80519480519480519500
0755095F;Collège Edgar Varèse;75019;48.88915980435331;2.388586699590991;315;169;53.65079365079365079400
0750550R;Collège Lucie Faure;75020;48.85056470859537;2.406619245956443;376;170;45.21276595744680851100
0911022S;Collège André Dunoyer de Segonzac;91800;48.68072336780491;2.52698656174498;845;432;51.12426035502958579900
0911729K;Collège des Pyramides;91000;48.634135345991254;2.430438594038297;551;296;53.72050816696914700500
0912196T;Collège Sonia Delaunay;91350;48.65344008008271;2.38437852101383;577;277;48.00693240901213171600
0910049J;Collège Albert Camus;91130;48.651990116320995;2.4002631538244916;947;455;48.04646251319957761400
0911025V;Collège Jean Lurçat;91130;48.63932102544692;2.41118910185216;821;445;54.20219244823386114500
0911042N;Collège Paul Eluard;91700;48.6303368547917;2.3434316131598205;757;387;51.12285336856010568000
0910056S;Collège Olivier de Serres;91170;48.65601845352454;2.3682947133964083;423;215;50.82742316784869976400
0922595W;Collège Vincent Van Gogh;92110;48.903594317541916;2.293386812350447;558;265;47.49103942652329749100
0921494Z;Collège Gay-Lussac;92700;48.925101056634624;2.248271295627418;559;284;50.80500894454382826500
0921675W;Collège Marguerite Duras;92700;48.91770976091729;2.2338101444648353;480;245;51.04166666666666666700
0921621M;Collège Guy Môquet;92232;48.934277159055895;2.2879715131576686;708;356;50.28248587570621468900
0922630J;Collège Louis Blériot;92300;48.90047611059286;2.286515934384413;576;248;43.05555555555555555600
0920882J;Collège Victor Hugo;92000;48.89353515573851;2.2047202640815873;537;271;50.46554934823091247700
0951138W;Collège Jean-Jacques Rousseau;95100;48.936611594468815;2.225034327264089;630;318;50.47619047619047619000
0951139X;Collège Albert Camus;95100;48.9412080164294;2.2137291402351877;444;206;46.39639639639639639600
0951230W;Collège Eugénie Cotton;95104;48.94644245498279;2.230163379487808;588;321;54.59183673469387755100
0950888Z;Collège Henri Wallon;95870;48.93198915460544;2.215217020041409;697;374;53.65853658536585365900
0950026M;Collège Maximilien de Robespierre;95190;49.03287768745648;2.4556068429452678;641;366;57.09828393135725429000
0951800R;Collège Louis Aragon;95370;48.994514690921534;2.2034330147754093;630;332;52.69841269841269841300
0950900M;Collège Anatole France;95200;48.98068018704452;2.387060632393486;343;180;52.47813411078717201200
0950943J;Collège Chantereine;95200;48.984492151035965;2.3760840596044286;410;237;57.80487804878048780500
0951196J;Collège Voltaire;95206;48.99692982386705;2.37200706907307;607;302;49.75288303130148270200
0950749Y;Collège Saint-Exupéry;95400;49.001690714763306;2.405627168980533;502;252;50.19920318725099601600
0780032L;Collège Flora Tristan;78955;48.937700076978935;2.021269550288245;550;271;49.27272727272727272700
0781108F;Collège René Cassin;78570;48.97405583352472;2.030722601079814;259;150;57.91505791505791505800
0780180X;Collège Jules Verne;78130;48.982753059563656;1.922887112017805;624;327;52.40384615384615384600
0780720J;Collège Alexandre Dumas;78310;48.76999134343561;1.9452865320800716;622;301;48.39228295819935691300
0783463R;Collège Louis Paulhan;78500;48.947950144870155;2.169862260735773;524;262;50.00000000000000000000
0780187E;Collège Youri Gagarine;78190;48.774680346556735;1.9784158927616389;399;233;58.39598997493734335800
9740085Z;Collège de Trois Bassins;97426;-21.10363300877319;55.29652293008688;395;213;53.92405063291139240500
9740703W;Collège Cambuston - Claude MAHOUDEAUX;97440;-20.928633896464916;55.64613866718843;629;338;53.73608903020667726600
9740595D;Collège Jules Reydellet;97489;-20.883783915109806;55.446528109049474;457;224;49.01531728665207877500
9740645H;Collège Robert J. ARDON - Montgaillard;97487;-20.900626115234704;55.46870789253393;955;452;47.32984293193717277500
9740841W;Collège Plateau Goyaves;97450;-21.276869616654146;55.42052144373737;712;402;56.46067415730337078700
9740027L;Collège de la Ravine des Cabris;97432;-21.288499857914907;55.46114754876427;766;388;50.65274151436031331600
9741049X;Collège Henri Matisse;97432;-21.298704833773687;55.45027490036867;508;253;49.80314960629921259800
9740651P;Collège Auguste Lacaussade;97433;-21.033521949224678;55.532957195619616;385;225;58.44155844155844155800
9720007A;Collège Aimé Césaire de Fort de France;97200;14.611443722729364;-61.07119798782066;233;126;54.07725321888412017200
9720682J;Collège Cassien Sainte Claire;97261;14.636299622964131;-61.03902018602863;401;233;58.10473815461346633400
9720083H;Collège Petit Manoir;97286;14.612497731208448;-60.99675468258563;390;214;54.87179487179487179500
9720848P;Collège Place d'Armes 2;97232;14.615708189706073;-60.99031939294;209;99;47.36842105263157894700
9720028Y;Collège Eugène Mona;97225;14.822176085558363;-61.028060175710884;127;74;58.26771653543307086600
9720016K;Collège Christiane Eda-Pierre;97260;14.76829424199991;-61.13816287818186;124;55;44.35483870967741935500
9720006Z;Collège Joseph Lagrosillière;97230;14.77712537148153;-60.99023935436793;209;102;48.80382775119617224900
9760008E;Collège Bouéni-MTiti;97610;-12.785306421655719;45.280037966408415;1745;999;57.24928366762177650400
9760314M;Collège de Kawéni 2;97600;-12.766644670501751;45.22434257523247;1453;737;50.72264280798348245000
9760230W;Collège de M'Tsamboro;97630;-12.68412404777842;45.078711033939136;1535;813;52.96416938110749185700
0271104D;Collège Henri Dunant;27016;49.029706084232835;1.1743405373788414;422;212;50.23696682464454976300
0500083U;Collège le Dinandier;50800;48.84097589041527;-1.2171494143847557;315;181;57.46031746031746031700
0610057F;Collège Jean Monnet;61106;48.74029575145305;-0.5700803651327394;355;205;57.74647887323943662000
0760026R;Collège Claude Delvincourt;76371;49.90711525621756;1.0683605599484782;314;185;58.91719745222929936300
0761704P;Collège Jules Ferry;76404;49.75399370758176;0.39199861752911125;277;143;51.62454873646209386300
0762080Y;Collège Henri Matisse;76530;49.351485882868495;1.0017386409405615;236;146;61.86440677966101694900
0761697G;Collège Claude Bernard;76620;49.517913230961;0.10521875005897947;403;187;46.40198511166253101700
0761698H;Collège Gérard Philipe;76600;49.49699513535347;0.13806592560644337;230;101;43.91304347826086956500
0761783A;Collège Jacques Monod;76071;49.49315148568526;0.1552949914614311;234;113;48.29059829059829059800
0760100W;Collège Boieldieu;76044;49.458717608408655;1.1314851846279557;223;131;58.74439461883408071700
0761745J;Collège Camille Claudel;76100;49.42928741250463;1.0891656628493005;453;221;48.78587196467991170000
0761780X;Collège Georges Braque;76000;49.44725667477171;1.1409481889299682;403;228;56.57568238213399503700
0762133F;Collège Pablo Picasso;76800;49.377864194569106;1.102055412205515;458;223;48.68995633187772925800
0240119Z;Collège Eugène Le Roy;24100;44.839059144812694;0.46965241109631145;449;257;57.23830734966592427600
0240047W;Collège Jean Moulin;24660;45.19259699739512;0.6876523836577759;311;155;49.83922829581993569100
0240055E;Collège Dronne-Double;24410;45.199525118279;0.1338215970726345;187;82;43.85026737967914438500
0240106K;Collège Olympe de Gouges;24230;44.857890366823916;0.10958205109796483;294;140;47.61904761904761904800
0330140Y;Collège Grand Parc;33300;44.85646023715817;-0.5829677746507886;506;270;53.35968379446640316200
0332285E;Collège Jacques Ellul;33100;44.84938957348524;-0.5477859858075566;302;178;58.94039735099337748300
0331885V;Collège Jean Jaurès;33151;44.86285258870648;-0.5166386585386282;630;342;54.28571428571428571400
0331895F;Collège Montaigne;33305;44.87379527053053;-0.5168973506847918;454;217;47.79735682819383259900
0330163Y;Collège Élie Faure;33220;44.84251417619523;0.20311419962138558;455;250;54.94505494505494505500
0470677F;Collège Ducos du Hauron;47000;44.19494104848643;0.6313424011554384;547;291;53.19926873857404021900
0470046V;Collège Jean Monnet;47500;44.498934992975315;0.9590908300321754;288;158;54.86111111111111111100
0230507B;Collège Jean Picart le Doux;23400;45.95327215447841;1.749399447140099;238;148;62.18487394957983193300
0870071E;Collège Pierre Donzelot;87039;45.8326110104398;1.2695015847204523;744;354;47.58064516129032258100
0870729V;Collège Pierre de Ronsard;87065;45.849544776937165;1.2695904053331857;246;121;49.18699186991869918700
0870791M;Collège Anatole France;87100;45.88104420475965;1.2982374784259363;370;214;57.83783783783783783800
0160884Z;Collège Marguerite de Valois;16000;45.655571467534074;0.17618038677269593;317;139;43.84858044164037854900
0160864C;Collège Claude Boucher;16100;45.69170031539395;-0.34876048375285473;350;186;53.14285714285714285700
0160793A;Collège Jean Michaud;16270;45.8877839230066;0.5835977291706322;166;73;43.97590361445783132500
0170077S;Collège Pierre Mendès France;17028;46.16921315796229;-1.1787205497543571;476;265;55.67226890756302521000
0791002K;Collège Jean Rostand;79101;46.97457270480655;-0.18980312585630363;358;233;65.08379888268156424600
0110672W;Collège Jules Verne;11000;43.21744505707045;2.351589984583764;588;338;57.48299319727891156500
0301013N;Collège Jean Moulin;30103;44.13184496996523;4.077629973174368;374;223;59.62566844919786096300
0301014P;Collège Denis Diderot;30107;44.132806298096284;4.078730529941349;525;302;57.52380952380952381000
0300006U;Collège Florian;30140;44.05327546497126;3.9838104563348335;508;268;52.75590551181102362200
0301211D;Collège Le Bosquet;30205;44.15571224620921;4.620730287877942;519;316;60.88631984585741811200
0300031W;Collège Georges Ville;30134;44.25627691963847;4.64588054317843;508;244;48.03149606299212598400
0340016H;Collège la Dullague;34500;43.343229897748;3.23350544036122;514;259;50.38910505836575875500
0341364Y;Collège Gérard Philipe;34000;43.59734339584085;3.88440958532924;441;200;45.35147392290249433100
0660051X;Collège Albert Camus;66101;42.69077386777217;2.9089852068360944;363;186;51.23966942148760330600
0660522J;Collège Marcel Pagnol;66050;42.71239825182605;2.8831061091102734;552;292;52.89855072463768115900
0120004P;Collège Jean Jaurès;12110;44.5247234560744;2.282369802041451;106;63;59.43396226415094339600
0311319R;Collège Louisa Paulin;31605;43.470537081314674;1.334460201776182;717;395;55.09065550906555090700
0311265G;Collège Rosa PARKS;31200;43.64054087691382;1.4366705597466425;451;248;54.98891352549889135300
0311630D;Collège Stendhal;31100;43.578453422181546;1.4110490351957552;471;293;62.20806794055201698500
0810787R;Collège Victor Hugo;81400;44.05095738076171;2.1537763760157254;391;199;50.89514066496163682900
0810960D;Collège Jean Jaurès;81100;43.60797062312519;2.2375884793108245;455;241;52.96703296703296703300
0810961E;Collège Thomas Pesquet;81100;43.58103798657234;2.260001559565921;404;186;46.03960396039603960400
0810127Y;Collège Marcel Pagnol;81200;43.492410330657265;2.369037459980548;319;168;52.66457680250783699100
0441727N;Collège Arthur Rimbaud;44480;47.32193185592498;-2.0739896646570566;332;184;55.42168674698795180700
0440284V;Collège Stendhal;44322;47.26145073794815;-1.569730300413915;510;257;50.39215686274509803900
0441616T;Collège Julien Lambot;44570;47.301458222086715;-2.198945019077303;488;287;58.81147540983606557400
0720797A;Collège Joséphine Baker;72100;47.974683673036076;0.22216511837908892;337;204;60.53412462908011869400
0720800D;Collège Albert Camus;72100;47.989969906013314;0.20945180441740838;292;140;47.94520547945205479500
0040055N;Collège Jean Giono;04100;43.82531251715252;5.776499993006937;524;304;58.01526717557251908400
0132409Y;Collège Alphonse Daudet;13800;43.496704481468136;4.984210014527683;569;308;54.13005272407732864700
0131261A;Collège Auguste Renoir;13388;43.32773029636164;5.408349520146369;398;190;47.73869346733668341700
0132314V;Collège Jean Giono;13013;43.3307269894162;5.43448881533234;654;319;48.77675840978593272200
0132207D;Collège Jules Massenet;13014;43.34236830973755;5.380939776327611;576;275;47.74305555555555555600
0132730X;Collège Pytheas;13014;43.33378119396453;5.396350601944149;415;210;50.60240963855421686700
0132407W;Collège Jean Moulin;13015;43.36446534977177;5.358010448741444;435;268;61.60919540229885057500
0131757P;Collège L'Estaque;13016;43.36302953235596;5.323538178186469;586;315;53.75426621160409556300
0131884C;Collège Belle de Mai;13003;43.31338122145661;5.386289514268629;596;296;49.66442953020134228200
0131935H;Collège Edgar Quinet;13003;43.30694525124522;5.379561803755705;557;277;49.73070017953321364500
0132496T;Collège Honoré Daumier;13500;43.4124157996639;5.013307423064944;492;253;51.42276422764227642300
0132323E;Collège Maximilien Robespierre;13230;43.391664211472786;4.80437498911897;474;226;47.67932489451476793200
0840114T;Collège François Raspail;84205;44.0628844411088;5.055179764114935;646;363;56.19195046439628483000
0840762X;Collège Barbara Hendricks;84106;44.14299591349081;4.798565972229485;505;241;47.72277227722772277200
0060799L;Collège les Mûriers;06150;43.55229685730878;6.9668403330269175;735;403;54.82993197278911564600
0060838D;Collège Simone Veil;06000;43.70972069837187;7.279840042297537;463;207;44.70842332613390928700
0830148K;Collège Maurice Genevoix;83100;43.12280635009742;5.981563479156738;407;191;46.92874692874692874700
0500053L;Collège Le Fairage;50190;49.18425859520142;-1.4037505983876106;226;116;51.32743362831858407100
9760167C;Collège de M'Tsangamouji;97600;-12.757720247778675;45.07989359566005;1148;630;54.87804878048780487800
9760274U;Collège de Tsingoni;97680;-12.790236666879142;45.12599994576025;1282;696;54.29017160686427457100
0141257R;Collège du Val d'Aure;14230;49.31870397951404;-1.104999863147956;165;104;63.03030303030303030300
0270022C;Collège Navarre;27025;49.01830934776607;1.1205976152308446;597;297;49.74874371859296482400
0271095U;Collège Georges Politzer;27025;49.00612917964285;1.147329421444672;518;278;53.66795366795366795400
0501525L;Collège la Chaussonnière;50300;48.67889134000722;-1.3490924936986965;261;166;63.60153256704980842900
0501206P;Collège Jacques Prévert;50207;49.05436094146021;-1.4305901607271578;352;212;60.22727272727272727300
0500068C;Collège Saint-Exupéry;50480;49.41031945923135;-1.31045682573086;199;115;57.78894472361809045200
0610003X;Collège Jean Racine;61000;48.42312140936205;0.08816956207443082;418;263;62.91866028708133971300
0611026J;Collège Louise Michel;61000;48.41269314499769;0.09500992955414307;283;164;57.95053003533568904600
0611156A;Collège Françoise Dolto;61306;48.763209153808724;0.6320305422846951;431;239;55.45243619489559164700
0760017F;Collège le Cèdre;76380;49.4432844634738;1.027962537732095;346;197;56.93641618497109826600
0762919K;Collège Jacques-Yves Cousteau;76320;49.27752988759129;1.0241977955008879;376;192;51.06382978723404255300
0762287Y;Collège Georges Cuvier;76400;49.75766566602425;0.3662398343896867;303;156;51.48514851485148514900
0762461M;Collège Jean Renoir;76530;49.3610350040288;1.0134087650008123;335;171;51.04477611940298507500
0760050S;Collège Jules Vallès;76610;49.511927377465774;0.17652108117012325;476;243;51.05042016806722689100
0761739C;Collège Descartes;76620;49.51942738484198;0.10889908760472737;264;163;61.74242424242424242400
0761782Z;Collège Eugène Varlin;76610;49.51609891829551;0.17156939942641686;350;216;61.71428571428571428600
0762128A;Collège Léo Lagrange;76600;49.5017416116479;0.16534046144847625;294;174;59.18367346938775510200
0761737A;Collège Denis Diderot;76140;49.42103688213659;1.0585113368336174;398;188;47.23618090452261306500
0760083C;Collège Jean Charcot;76350;49.3569361587521;1.0962308396334037;533;256;48.03001876172607879900
0760086F;Collège Louis Pasteur;76650;49.389923469262065;1.0271271582913517;515;247;47.96116504854368932000
0240004Z;Collège Henri IV;24108;44.851949926666784;0.488863214866513;480;233;48.54166666666666666700
0240043S;Collège Les Marches de l'Occitanie;24360;45.625030532652026;0.6866914994240764;174;81;46.55172413793103448300
0331880P;Collège Pablo Neruda;33130;44.79432703840805;-0.562499679237814;528;286;54.16666666666666666700
0331753B;Collège Blanqui;33300;44.873897200336074;-0.5504623950780059;414;192;46.37681159420289855100
0331464M;Collège Jean Zay;33151;44.854318986096345;-0.5131354045833131;649;323;49.76887519260400616300
0331621H;Collège Henri de Navarre;33230;45.04082038283991;-0.11869991307758714;804;448;55.72139303482587064700
0400010U;Collège Jules Ferry;40310;43.98525987110205;0.006284300005722992;144;72;50.00000000000000000000
0400014Y;Collège Félix Arnaudin;40210;44.200614993648756;-0.916308634778351;417;212;50.83932853717026378900
0640609P;Collège Albert Camus;64100;43.499360089811226;-1.4534808198389901;483;271;56.10766045548654244300
0642095E;Collège innovant Pierre Emmanuel;64000;43.30529717539059;-0.36155706003589994;223;113;50.67264573991031390100
